date,player,prop,line,actual,baseline_pred,edge,signal,win,pl,cum_pl
2023-02-04,Joel Embiid,points,29.0,33.94078273370847,22.844665623519912,-6.155334376480088,UNDER,0.0,-1.0,6.454545454545455
2023-02-04,Kevin Durant,rebounds,7.0,10.756554940613556,8.636537108143772,1.6365371081437718,OVER,1.0,0.9090909090909091,7.363636363636364
2023-02-04,Luka Doncic,points,26.0,17.936052210774285,16.418281569814823,-9.581718430185177,UNDER,1.0,0.9090909090909091,8.272727272727273
2023-02-04,Shai Gilgeous-Alexander,points,20.5,25.38390949028309,15.86565621676286,-4.63434378323714,UNDER,0.0,-1.0,7.272727272727273
2023-02-04,Jayson Tatum,points,28.5,26.04133649857189,35.93200456835906,7.432004568359062,OVER,0.0,-1.0,6.272727272727273
2023-02-04,Stephen Curry,rebounds,6.0,6.42661858584874,7.153518720813303,1.1535187208133033,OVER,1.0,0.9090909090909091,7.1818181818181825
2023-02-04,Joel Embiid,assists,6.5,0.7407299069363118,4.168207022728616,-2.331792977271384,UNDER,1.0,0.9090909090909091,8.090909090909092
2023-02-04,Kawhi Leonard,assists,5.5,5.74630710042111,8.606203805037392,3.106203805037392,OVER,1.0,0.9090909090909091,9.0
2023-02-04,Luka Doncic,rebounds,6.5,4.7277675236867385,5.235015507524001,-1.2649844924759988,UNDER,1.0,0.9090909090909091,9.909090909090908
2023-02-04,Giannis Antetokounmpo,points,20.0,16.91240730272371,22.924104765709156,2.9241047657091563,OVER,0.0,-1.0,8.909090909090908
2023-02-04,Giannis Antetokounmpo,rebounds,8.5,6.242368502626212,6.961338424562863,-1.5386615754371373,UNDER,1.0,0.9090909090909091,9.818181818181817
2023-02-04,Kawhi Leonard,rebounds,12.0,5.890208565868651,10.483957662081254,-1.516042337918746,UNDER,1.0,0.9090909090909091,10.727272727272725
2023-02-04,Nikola Jokic,points,26.0,32.026783511946526,24.29185143724288,-1.7081485627571205,UNDER,0.0,-1.0,9.727272727272725
2023-02-04,Kawhi Leonard,points,23.0,13.993524011623794,19.00355479355383,-3.9964452064461717,UNDER,1.0,0.9090909090909091,10.636363636363633
2023-02-04,Damian Lillard,points,30.0,29.256616689647984,23.049596841536815,-6.950403158463185,UNDER,1.0,0.9090909090909091,11.545454545454541
2023-02-04,Kevin Durant,points,23.5,29.13654630797637,27.282504578801902,3.782504578801902,OVER,1.0,0.9090909090909091,12.45454545454545
2023-02-04,Kyrie Irving,rebounds,9.0,10.518033891960524,10.623605518068736,1.6236055180687359,OVER,1.0,0.9090909090909091,13.363636363636358
2023-02-04,Giannis Antetokounmpo,assists,9.0,4.748730578146158,10.748839018310388,1.7488390183103881,OVER,0.0,-1.0,12.363636363636358
2023-02-05,Nikola Jokic,points,26.0,12.240001190813198,27.668585210857003,1.6685852108570032,OVER,0.0,-1.0,11.363636363636358
2023-02-05,Damian Lillard,points,28.5,12.694523437646929,24.657681356463264,-3.8423186435367356,UNDER,1.0,0.9090909090909091,12.272727272727266
2023-02-05,Kevin Durant,rebounds,6.5,6.031567257172318,9.448105922321332,2.948105922321332,OVER,0.0,-1.0,11.272727272727266
2023-02-05,Luka Doncic,points,23.0,32.923369294489184,17.051180777133407,-5.948819222866593,UNDER,0.0,-1.0,10.272727272727266
2023-02-05,Stephen Curry,assists,9.5,11.51069210635216,6.727281363754776,-2.772718636245224,UNDER,0.0,-1.0,9.272727272727266
2023-02-05,Giannis Antetokounmpo,rebounds,11.0,7.011644912538615,6.528065722220961,-4.471934277779039,UNDER,1.0,0.9090909090909091,10.181818181818175
2023-02-05,Kawhi Leonard,rebounds,10.5,10.479571599854053,8.83323513331554,-1.66676486668446,UNDER,1.0,0.9090909090909091,11.090909090909083
2023-02-05,Devin Booker,rebounds,11.0,10.538756460078991,12.045034194031373,1.0450341940313734,OVER,0.0,-1.0,10.090909090909083
2023-02-05,Jayson Tatum,points,27.5,33.626691968142026,33.967771159113326,6.467771159113326,OVER,1.0,0.9090909090909091,10.999999999999991
2023-02-05,Joel Embiid,points,21.5,22.912656088350207,26.380899921540006,4.880899921540006,OVER,1.0,0.9090909090909091,11.9090909090909
2023-02-05,Luka Doncic,rebounds,6.0,8.11452006417673,4.731487569149664,-1.2685124308503362,UNDER,0.0,-1.0,10.9090909090909
2023-02-05,LeBron James,assists,6.5,4.654258861298289,8.258043541631999,1.7580435416319986,OVER,0.0,-1.0,9.9090909090909
2023-02-05,Anthony Davis,points,29.5,20.96934490343146,26.111262802057116,-3.388737197942884,UNDER,1.0,0.9090909090909091,10.818181818181808
2023-02-05,Kawhi Leonard,assists,6.5,5.056085970221145,7.795741600040878,1.295741600040878,OVER,0.0,-1.0,9.818181818181808
2023-02-05,Shai Gilgeous-Alexander,rebounds,11.0,6.865091007328295,9.534555959657848,-1.4654440403421525,UNDER,1.0,0.9090909090909091,10.727272727272716
2023-02-05,Kevin Durant,points,24.0,21.12640036632199,26.910595221037315,2.9105952210373154,OVER,0.0,-1.0,9.727272727272716
2023-02-05,Stephen Curry,points,27.0,29.8538227891585,30.274335518456937,3.2743355184569367,OVER,1.0,0.9090909090909091,10.636363636363624
2023-02-05,Shai Gilgeous-Alexander,points,19.0,21.09716131424493,17.78637663699177,-1.2136233630082316,UNDER,0.0,-1.0,9.636363636363624
2023-02-05,Giannis Antetokounmpo,points,18.5,13.263101154662154,20.657195497959098,2.1571954979590977,OVER,0.0,-1.0,8.636363636363624
2023-02-05,Kawhi Leonard,points,22.5,22.30232027591035,17.738382334691703,-4.761617665308297,UNDER,1.0,0.9090909090909091,9.545454545454533
2023-02-05,Damian Lillard,rebounds,3.5,8.272790156723914,4.908312310222611,1.4083123102226107,OVER,1.0,0.9090909090909091,10.45454545454544
2023-02-05,Luka Doncic,assists,3.5,3.884346436558901,4.686716352977561,1.1867163529775606,OVER,1.0,0.9090909090909091,11.363636363636349
2023-02-05,Nikola Jokic,assists,9.0,8.286650530362177,11.475956061124215,2.475956061124215,OVER,0.0,-1.0,10.363636363636349
2023-02-06,Nikola Jokic,rebounds,5.5,7.110665571738829,7.555080365841181,2.0550803658411807,OVER,1.0,0.9090909090909091,11.272727272727257
2023-02-06,Damian Lillard,assists,8.5,6.953298660544663,9.689362775315821,1.1893627753158214,OVER,0.0,-1.0,10.272727272727257
2023-02-06,Anthony Davis,rebounds,8.0,10.450793535659534,5.896074679370265,-2.1039253206297346,UNDER,0.0,-1.0,9.272727272727257
2023-02-06,Giannis Antetokounmpo,points,22.5,15.777444663891895,19.22328001132353,-3.2767199886764686,UNDER,1.0,0.9090909090909091,10.181818181818166
2023-02-06,Jayson Tatum,points,25.5,18.499898722872565,33.78183907282873,8.281839072828731,OVER,0.0,-1.0,9.181818181818166
2023-02-06,Shai Gilgeous-Alexander,assists,3.5,7.769875126432021,5.793298744884602,2.293298744884602,OVER,1.0,0.9090909090909091,10.090909090909074
2023-02-06,Nikola Jokic,assists,8.5,6.6062356255111325,10.668708072670492,2.1687080726704924,OVER,0.0,-1.0,9.090909090909074
2023-02-06,Jayson Tatum,assists,9.0,9.046770655844009,10.054181994709417,1.0541819947094169,OVER,1.0,0.9090909090909091,9.999999999999982
2023-02-06,Joel Embiid,points,20.5,19.97971921725628,24.925455924456944,4.425455924456944,OVER,0.0,-1.0,8.999999999999982
2023-02-06,Kawhi Leonard,assists,5.0,7.47015744377273,7.2548164344566475,2.2548164344566475,OVER,1.0,0.9090909090909091,9.90909090909089
2023-02-06,Kevin Durant,rebounds,6.5,7.308933181134035,8.703363737432037,2.2033637374320367,OVER,1.0,0.9090909090909091,10.818181818181799
2023-02-06,Kyrie Irving,points,15.5,15.932410303776702,16.604623257239034,1.1046232572390338,OVER,1.0,0.9090909090909091,11.727272727272707
2023-02-06,Damian Lillard,rebounds,1.5,6.02295840770711,5.994463282826965,4.494463282826965,OVER,1.0,0.9090909090909091,12.636363636363615
2023-02-06,Kevin Durant,assists,4.5,3.875546657442341,7.109736778282913,2.6097367782829126,OVER,0.0,-1.0,11.636363636363615
2023-02-06,Damian Lillard,points,27.0,24.716055003262504,20.690057376370717,-6.309942623629283,UNDER,1.0,0.9090909090909091,12.545454545454524
2023-02-06,Kawhi Leonard,rebounds,12.0,14.189971093218483,9.197337183793556,-2.8026628162064444,UNDER,0.0,-1.0,11.545454545454524
2023-02-06,Shai Gilgeous-Alexander,rebounds,10.5,8.130273610280078,9.20338577187477,-1.2966142281252306,UNDER,1.0,0.9090909090909091,12.454545454545432
2023-02-06,LeBron James,points,27.0,28.05776609098633,21.2996444279683,-5.7003555720317,UNDER,0.0,-1.0,11.454545454545432
2023-02-06,Devin Booker,rebounds,11.0,9.299692605992467,12.078202352733523,1.0782023527335234,OVER,0.0,-1.0,10.454545454545432
2023-02-06,Anthony Davis,points,30.0,32.11901058566672,24.714367437187153,-5.285632562812847,UNDER,0.0,-1.0,9.454545454545432
2023-02-06,LeBron James,rebounds,8.0,7.118448602048311,5.406267688986207,-2.5937323110137926,UNDER,1.0,0.9090909090909091,10.36363636363634
2023-02-06,Stephen Curry,points,27.0,32.596304867332364,30.08726798796056,3.0872679879605585,OVER,1.0,0.9090909090909091,11.272727272727249
2023-02-06,Devin Booker,points,17.0,18.84323861501503,24.050853478894847,7.050853478894847,OVER,1.0,0.9090909090909091,12.181818181818157
2023-02-06,Joel Embiid,assists,6.5,5.12174939186196,2.5101122412104964,-3.9898877587895036,UNDER,1.0,0.9090909090909091,13.090909090909065
2023-02-06,Luka Doncic,points,23.0,27.700415584090138,21.808162350281307,-1.1918376497186927,UNDER,0.0,-1.0,12.090909090909065
2023-02-06,Stephen Curry,rebounds,7.5,3.3687132827756345,5.605658047418398,-1.8943419525816019,UNDER,1.0,0.9090909090909091,12.999999999999973
2023-02-07,Nikola Jokic,assists,8.0,11.532708124967131,9.74293276043023,1.7429327604302305,OVER,1.0,0.9090909090909091,13.909090909090882
2023-02-07,Jayson Tatum,points,25.5,36.96820649695971,28.46412059410548,2.9641205941054807,OVER,1.0,0.9090909090909091,14.81818181818179
2023-02-07,Jayson Tatum,rebounds,8.0,6.7823710429784265,6.690287321076848,-1.3097126789231517,UNDER,1.0,0.9090909090909091,15.727272727272698
2023-02-07,Kevin Durant,points,23.5,31.10149536196732,27.37175243534205,3.8717524353420494,OVER,1.0,0.9090909090909091,16.63636363636361
2023-02-07,Joel Embiid,assists,5.5,8.622972380725013,3.0001234043401843,-2.4998765956598157,UNDER,0.0,-1.0,15.636363636363608
2023-02-07,Nikola Jokic,points,26.5,32.32394374692143,25.02921882027377,-1.470781179726231,UNDER,0.0,-1.0,14.636363636363608
2023-02-07,Kawhi Leonard,rebounds,11.5,5.067511953171356,10.431304858214308,-1.0686951417856925,UNDER,1.0,0.9090909090909091,15.545454545454517
2023-02-07,Joel Embiid,points,19.0,32.471011935889635,24.736010976354464,5.736010976354464,OVER,1.0,0.9090909090909091,16.454545454545425
2023-02-07,Devin Booker,points,20.5,16.618341478767213,22.206915352385575,1.7069153523855753,OVER,0.0,-1.0,15.454545454545425
2023-02-07,Joel Embiid,rebounds,9.5,12.894740576137508,12.190796406638077,2.6907964066380767,OVER,1.0,0.9090909090909091,16.363636363636335
2023-02-07,Anthony Davis,points,29.0,33.14143190538013,26.353520835478598,-2.646479164521402,UNDER,0.0,-1.0,15.363636363636335
2023-02-07,LeBron James,rebounds,8.0,0.4731129903051938,5.8813832911961414,-2.1186167088038586,UNDER,1.0,0.9090909090909091,16.272727272727245
2023-02-07,Nikola Jokic,rebounds,6.5,1.374898500605167,7.764035194872041,1.264035194872041,OVER,0.0,-1.0,15.272727272727245
2023-02-08,Giannis Antetokounmpo,assists,8.5,9.36912446764205,5.152614379956466,-3.347385620043534,UNDER,0.0,-1.0,14.272727272727245
2023-02-08,Damian Lillard,points,25.5,21.93749598386256,22.82239526240836,-2.67760473759164,UNDER,1.0,0.9090909090909091,15.181818181818153
2023-02-08,Damian Lillard,rebounds,1.5,4.672978028819876,5.903538950108551,4.403538950108551,OVER,1.0,0.9090909090909091,16.09090909090906
2023-02-08,Kyrie Irving,assists,10.0,11.66449935479212,8.910826358282558,-1.0891736417174425,UNDER,0.0,-1.0,15.090909090909062
2023-02-08,Stephen Curry,assists,6.5,8.172751949159801,8.111532498097782,1.611532498097782,OVER,1.0,0.9090909090909091,15.99999999999997
2023-02-08,Stephen Curry,points,30.0,25.62185408447557,31.104625089559796,1.1046250895597964,OVER,0.0,-1.0,14.99999999999997
2023-02-08,Joel Embiid,rebounds,9.5,13.290967931760523,12.655223575563603,3.1552235755636033,OVER,1.0,0.9090909090909091,15.909090909090878
2023-02-08,Joel Embiid,assists,6.0,3.549705996661725,4.718651144044686,-1.2813488559553141,UNDER,1.0,0.9090909090909091,16.818181818181788
2023-02-08,Stephen Curry,rebounds,6.5,5.784680373387151,4.947201309050958,-1.552798690949042,UNDER,1.0,0.9090909090909091,17.727272727272698
2023-02-08,Kevin Durant,assists,5.0,2.6238020938675075,6.634194858616443,1.6341948586164428,OVER,0.0,-1.0,16.727272727272698
2023-02-08,Anthony Davis,points,27.0,36.3074905290726,28.43937803847231,1.4393780384723094,OVER,1.0,0.9090909090909091,17.63636363636361
2023-02-08,Nikola Jokic,assists,8.0,7.03344874411416,9.548744613046217,1.5487446130462175,OVER,0.0,-1.0,16.63636363636361
2023-02-08,Giannis Antetokounmpo,points,19.5,19.59393438217096,17.050124428823935,-2.449875571176065,UNDER,0.0,-1.0,15.636363636363608
2023-02-08,Kevin Durant,points,26.0,20.441743287575328,28.484113227335307,2.484113227335307,OVER,0.0,-1.0,14.636363636363608
2023-02-09,Damian Lillard,rebounds,3.5,13.113059722597512,5.956693164907164,2.456693164907164,OVER,1.0,0.9090909090909091,15.545454545454517
2023-02-09,Kevin Durant,points,24.0,29.82723868926322,27.00416409555546,3.00416409555546,OVER,1.0,0.9090909090909091,16.454545454545425
2023-02-09,LeBron James,points,21.0,15.174341121756022,24.9885102855011,3.9885102855011,OVER,0.0,-1.0,15.454545454545425
2023-02-09,Kyrie Irving,rebounds,9.0,9.500347314159187,11.106087994218441,2.1060879942184414,OVER,1.0,0.9090909090909091,16.363636363636335
2023-02-09,Kyrie Irving,points,20.5,13.798441048960962,18.664885330850314,-1.8351146691496858,UNDER,1.0,0.9090909090909091,17.272727272727245
2023-02-09,Kawhi Leonard,rebounds,11.5,11.852858201033603,9.374967425278003,-2.125032574721997,UNDER,0.0,-1.0,16.272727272727245
2023-02-09,LeBron James,assists,8.0,5.041778026757308,5.70808000490636,-2.2919199950936404,UNDER,1.0,0.9090909090909091,17.181818181818155
2023-02-09,Kawhi Leonard,points,26.5,21.446454407641912,20.7207239802199,-5.779276019780099,UNDER,1.0,0.9090909090909091,18.090909090909065
2023-02-09,Kyrie Irving,assists,10.5,8.74851715708988,9.303144636668137,-1.1968553633318635,UNDER,1.0,0.9090909090909091,18.999999999999975
2023-02-09,Giannis Antetokounmpo,assists,8.0,6.220595280061704,6.241586015399117,-1.7584139846008826,UNDER,1.0,0.9090909090909091,19.909090909090885
2023-02-09,Joel Embiid,rebounds,11.0,18.74637379828296,12.921050261515294,1.921050261515294,OVER,1.0,0.9090909090909091,20.818181818181795
2023-02-09,Devin Booker,assists,8.0,9.78630956272332,10.708153347238744,2.708153347238744,OVER,1.0,0.9090909090909091,21.727272727272705
2023-02-09,Shai Gilgeous-Alexander,points,17.5,26.03426103383486,18.61241169135005,1.1124116913500508,OVER,1.0,0.9090909090909091,22.636363636363615
2023-02-09,Luka Doncic,assists,7.5,3.1625335103916155,3.6637003400266646,-3.8362996599733354,UNDER,1.0,0.9090909090909091,23.545454545454525
2023-02-09,Joel Embiid,points,20.0,24.057544411169587,26.217675216079858,6.217675216079858,OVER,1.0,0.9090909090909091,24.454545454545435
2023-02-09,Devin Booker,points,21.0,25.68843836589397,22.171444067071626,1.1714440670716257,OVER,1.0,0.9090909090909091,25.363636363636346
2023-02-09,Luka Doncic,points,21.0,27.42936996863726,23.97208532962033,2.972085329620331,OVER,1.0,0.9090909090909091,26.272727272727256
2023-02-09,Devin Booker,rebounds,12.0,9.61416015767591,10.5119798356162,-1.4880201643837996,UNDER,1.0,0.9090909090909091,27.181818181818166
2023-02-09,Shai Gilgeous-Alexander,assists,5.0,3.1872328202492173,6.208638992438208,1.2086389924382077,OVER,0.0,-1.0,26.181818181818166
2023-02-09,Luka Doncic,rebounds,6.0,6.016422632451454,7.01724462464299,1.0172446246429896,OVER,1.0,0.9090909090909091,27.090909090909076
2023-02-09,Jayson Tatum,points,25.0,29.93415024282086,30.944962067673693,5.944962067673693,OVER,1.0,0.9090909090909091,27.999999999999986
2023-02-09,Jayson Tatum,assists,10.0,12.616838653935062,8.536994274854251,-1.4630057251457487,UNDER,0.0,-1.0,26.999999999999986
2023-02-09,Giannis Antetokounmpo,points,22.0,19.271351730634,18.084535852207708,-3.9154641477922922,UNDER,1.0,0.9090909090909091,27.909090909090896
2023-02-09,LeBron James,rebounds,7.0,10.034810210207793,4.389464473186735,-2.6105355268132646,UNDER,0.0,-1.0,26.909090909090896
2023-02-09,Stephen Curry,assists,7.0,6.13814569109517,8.482438270485511,1.4824382704855115,OVER,0.0,-1.0,25.909090909090896
2023-02-09,Anthony Davis,assists,5.5,3.619291765839765,6.788960103686882,1.2889601036868816,OVER,0.0,-1.0,24.909090909090896
2023-02-09,Damian Lillard,points,27.0,35.77560235215013,21.26445290303663,-5.735547096963369,UNDER,0.0,-1.0,23.909090909090896
2023-02-09,Anthony Davis,rebounds,6.0,12.18791818829579,9.501503588297565,3.501503588297565,OVER,1.0,0.9090909090909091,24.818181818181806
2023-02-09,Damian Lillard,assists,10.0,10.70698368955933,8.293423494693362,-1.7065765053066375,UNDER,0.0,-1.0,23.818181818181806
2023-02-09,Stephen Curry,rebounds,6.5,11.11458287658726,4.961095998770243,-1.5389040012297572,UNDER,0.0,-1.0,22.818181818181806
2023-02-09,Anthony Davis,points,27.5,28.34091220280292,31.55965793072794,4.059657930727941,OVER,1.0,0.9090909090909091,23.727272727272716
2023-02-10,Giannis Antetokounmpo,rebounds,10.0,13.338887126235065,8.275366360998289,-1.724633639001711,UNDER,0.0,-1.0,22.727272727272716
2023-02-10,Damian Lillard,points,25.5,21.96690998436784,26.74256486515232,1.2425648651523211,OVER,0.0,-1.0,21.727272727272716
2023-02-10,Kawhi Leonard,assists,5.0,6.923421780345235,6.591300830570697,1.591300830570697,OVER,1.0,0.9090909090909091,22.636363636363626
2023-02-10,Anthony Davis,rebounds,6.5,3.658216139962872,10.184097548658457,3.684097548658457,OVER,0.0,-1.0,21.636363636363626
2023-02-10,Damian Lillard,rebounds,5.5,2.928679900822272,7.540304826900369,2.0403048269003694,OVER,0.0,-1.0,20.636363636363626
2023-02-10,Kyrie Irving,points,19.5,16.921174690640985,16.69771963825187,-2.8022803617481316,UNDER,1.0,0.9090909090909091,21.545454545454536
2023-02-10,Devin Booker,assists,8.5,10.264712920982536,10.960184047812533,2.4601840478125325,OVER,1.0,0.9090909090909091,22.454545454545446
2023-02-10,Anthony Davis,points,25.5,21.34569566751393,30.849283909415995,5.349283909415995,OVER,0.0,-1.0,21.454545454545446
2023-02-10,Joel Embiid,rebounds,10.5,10.43888030288371,14.462842512137996,3.962842512137996,OVER,0.0,-1.0,20.454545454545446
2023-02-10,Joel Embiid,assists,4.0,5.670104673796016,5.299381698505663,1.2993816985056634,OVER,1.0,0.9090909090909091,21.363636363636356
2023-02-10,LeBron James,assists,7.0,7.449455403209607,5.492427769669511,-1.5075722303304886,UNDER,0.0,-1.0,20.363636363636356
2023-02-10,Shai Gilgeous-Alexander,rebounds,10.5,10.749536149343532,8.766843194176454,-1.7331568058235458,UNDER,0.0,-1.0,19.363636363636356
2023-02-10,Kawhi Leonard,points,23.5,21.24173148975582,20.35215380286098,-3.147846197139021,UNDER,1.0,0.9090909090909091,20.272727272727266
2023-02-10,Shai Gilgeous-Alexander,assists,3.5,2.7051353670922635,5.7619663557303635,2.2619663557303635,OVER,0.0,-1.0,19.272727272727266
2023-02-10,Kevin Durant,points,24.0,20.57523555161457,27.081061260077018,3.0810612600770177,OVER,0.0,-1.0,18.272727272727266
2023-02-10,Shai Gilgeous-Alexander,points,19.0,20.724845746266663,20.987810208187078,1.9878102081870779,OVER,1.0,0.9090909090909091,19.181818181818176
2023-02-10,Anthony Davis,assists,7.5,0.0,5.66014000645688,-1.8398599935431204,UNDER,1.0,0.9090909090909091,20.090909090909086
2023-02-10,Giannis Antetokounmpo,assists,8.5,6.30444810662203,6.149401443757993,-2.350598556242007,UNDER,1.0,0.9090909090909091,20.999999999999996
2023-02-10,Devin Booker,points,25.0,23.99974824169015,21.218986626834983,-3.781013373165017,UNDER,1.0,0.9090909090909091,21.909090909090907
2023-02-11,Nikola Jokic,points,23.0,28.04643003778645,27.671737556727493,4.671737556727493,OVER,1.0,0.9090909090909091,22.818181818181817
2023-02-11,Giannis Antetokounmpo,assists,8.5,9.99461696085188,6.709155670625232,-1.7908443293747682,UNDER,0.0,-1.0,21.818181818181817
2023-02-11,Luka Doncic,points,24.5,27.7303023679715,26.1796562653753,1.6796562653753,OVER,1.0,0.9090909090909091,22.727272727272727
2023-02-11,Luka Doncic,assists,7.0,9.369711548543265,3.926942648289165,-3.073057351710835,UNDER,0.0,-1.0,21.727272727272727
2023-02-11,Giannis Antetokounmpo,rebounds,7.0,12.0719797261059,10.002089483372812,3.002089483372812,OVER,1.0,0.9090909090909091,22.636363636363637
2023-02-11,Kevin Durant,assists,4.5,4.050850580387666,5.600710063097735,1.1007100630977353,OVER,0.0,-1.0,21.636363636363637
2023-02-11,Nikola Jokic,rebounds,6.0,9.531571781420949,7.331732996625884,1.3317329966258837,OVER,1.0,0.9090909090909091,22.545454545454547
2023-02-11,Kyrie Irving,points,20.5,19.082659128725066,17.199167281705158,-3.300832718294842,UNDER,1.0,0.9090909090909091,23.454545454545457
2023-02-11,Anthony Davis,rebounds,7.0,15.748944533372836,8.358897004258875,1.3588970042588748,OVER,1.0,0.9090909090909091,24.363636363636367
2023-02-11,Jayson Tatum,assists,8.5,5.649309843839337,9.706208064178503,1.2062080641785027,OVER,0.0,-1.0,23.363636363636367
2023-02-11,Jayson Tatum,points,27.5,35.92042833158263,29.220091371803992,1.720091371803992,OVER,1.0,0.9090909090909091,24.272727272727277
2023-02-11,Anthony Davis,assists,7.0,5.3521259125204095,4.53672290403833,-2.4632770959616703,UNDER,1.0,0.9090909090909091,25.181818181818187
2023-02-11,Kevin Durant,rebounds,6.5,2.796205961724705,9.27590356866352,2.7759035686635194,OVER,0.0,-1.0,24.181818181818187
2023-02-11,Kyrie Irving,assists,8.5,4.340045655969045,9.601840791197631,1.1018407911976311,OVER,0.0,-1.0,23.181818181818187
2023-02-11,Kyrie Irving,rebounds,9.5,6.816332472566087,10.923364312376206,1.423364312376206,OVER,0.0,-1.0,22.181818181818187
2023-02-11,Anthony Davis,points,25.5,44.54074404092914,28.62223320098639,3.12223320098639,OVER,1.0,0.9090909090909091,23.090909090909097
2023-02-12,Kyrie Irving,assists,9.5,8.648396380452496,7.850665889004293,-1.6493341109957074,UNDER,1.0,0.9090909090909091,24.000000000000007
2023-02-12,Kawhi Leonard,points,21.0,15.361258891007273,22.196564084891516,1.1965640848915164,OVER,0.0,-1.0,23.000000000000007
2023-02-12,Nikola Jokic,rebounds,7.0,3.230071135391725,8.484867508112243,1.4848675081122433,OVER,0.0,-1.0,22.000000000000007
2023-02-12,Jayson Tatum,assists,11.0,7.792817967102199,8.345374390028562,-2.654625609971438,UNDER,1.0,0.9090909090909091,22.909090909090917
2023-02-12,Nikola Jokic,assists,7.5,9.064167412797763,8.699361490668526,1.199361490668526,OVER,1.0,0.9090909090909091,23.818181818181827
2023-02-12,Luka Doncic,points,22.5,20.54193988475772,26.122783328752195,3.6227833287521953,OVER,0.0,-1.0,22.818181818181827
2023-02-12,Giannis Antetokounmpo,points,22.0,17.189599128377807,20.40050287483378,-1.59949712516622,UNDER,1.0,0.9090909090909091,23.727272727272737
2023-02-12,LeBron James,assists,7.5,10.18231430538317,5.90154497011867,-1.5984550298813298,UNDER,0.0,-1.0,22.727272727272737
