date,player,prop,platform,line,actual
2022-10-20,LeBron James,points,MockBooks,25.0,26.281018351587807
2022-10-20,LeBron James,rebounds,MockBooks,6.0,3.311339068362807
2022-10-20,Luka Doncic,assists,MockBooks,5.0,8.719957762566658
2022-10-20,Luka Doncic,points,MockBooks,24.5,35.30214371967636
2022-10-20,Luka Doncic,rebounds,MockBooks,5.5,1.2961577460514109
2022-10-20,Nikola Jokic,assists,MockBooks,8.5,5.849643071059327
2022-10-20,Nikola Jokic,points,MockBooks,25.5,20.95839214560797
2022-10-20,Nikola Jokic,rebounds,MockBooks,7.0,7.708630702752412
2022-10-20,Shai Gilgeous-Alexander,assists,MockBooks,4.5,4.436308123592691
2022-10-20,Shai Gilgeous-Alexander,points,MockBooks,18.5,20.988271862515347
2022-10-20,Shai Gilgeous-Alexander,rebounds,MockBooks,10.0,10.606176514651983
2022-10-20,Stephen Curry,assists,MockBooks,7.5,4.694766962173549
2022-10-20,Stephen Curry,points,MockBooks,25.5,37.26872840133738
2022-10-20,Stephen Curry,rebounds,MockBooks,6.5,9.975865031212813
2022-10-21,Anthony Davis,assists,MockBooks,5.5,3.213078697228385
2022-10-21,Anthony Davis,points,MockBooks,26.5,28.819271329065707
2022-10-21,Anthony Davis,rebounds,MockBooks,7.5,5.863168337332261
2022-10-21,Damian Lillard,assists,MockBooks,9.5,10.532724597541963
2022-10-21,Damian Lillard,points,MockBooks,24.5,20.932395393168065
2022-10-21,Damian Lillard,rebounds,MockBooks,6.0,8.79092364287397
2022-10-21,Devin Booker,assists,MockBooks,9.0,8.769778476484317
2022-10-21,Devin Booker,points,MockBooks,20.5,16.458002416841904
2022-10-21,Devin Booker,rebounds,MockBooks,12.0,13.749764381767797
2022-10-21,Giannis Antetokounmpo,assists,MockBooks,10.5,6.487755123174611
2022-10-21,Giannis Antetokounmpo,points,MockBooks,19.5,21.563369519830218
2022-10-21,Giannis Antetokounmpo,rebounds,MockBooks,9.0,8.850982733131074
2022-10-21,Jayson Tatum,assists,MockBooks,10.5,8.824761094497843
2022-10-21,Jayson Tatum,points,MockBooks,26.5,35.60382364004028
2022-10-21,Jayson Tatum,rebounds,MockBooks,6.0,7.935273332188803
2022-10-21,Kawhi Leonard,assists,MockBooks,7.0,4.507095742841459
2022-10-21,Kawhi Leonard,points,MockBooks,20.0,15.845567702535469
2022-10-21,Kawhi Leonard,rebounds,MockBooks,10.5,12.511433462291325
2022-10-21,Kevin Durant,assists,MockBooks,5.0,7.342191750955207
2022-10-21,Kevin Durant,points,MockBooks,24.0,20.16850995211712
2022-10-21,Kevin Durant,rebounds,MockBooks,8.5,7.977735236540541
2022-10-21,Shai Gilgeous-Alexander,assists,MockBooks,4.0,6.590314094008949
2022-10-21,Shai Gilgeous-Alexander,points,MockBooks,18.0,19.720433051993037
2022-10-21,Shai Gilgeous-Alexander,rebounds,MockBooks,9.5,10.624183934263105
2022-10-21,Stephen Curry,assists,MockBooks,7.0,8.853421018030836
2022-10-21,Stephen Curry,points,MockBooks,30.5,33.573586760868864
2022-10-21,Stephen Curry,rebounds,MockBooks,6.5,10.40281019621092
2022-10-22,Damian Lillard,assists,MockBooks,8.5,11.921025356714793
2022-10-22,Damian Lillard,points,MockBooks,28.0,21.57801165407613
2022-10-22,Damian Lillard,rebounds,MockBooks,7.0,1.3558914013118404
2022-10-22,Devin Booker,assists,MockBooks,8.5,10.54739244067247
2022-10-22,Devin Booker,points,MockBooks,24.5,24.54805156782137
2022-10-22,Devin Booker,rebounds,MockBooks,12.0,11.181603121027438
2022-10-22,Giannis Antetokounmpo,assists,MockBooks,8.0,4.547237684272375
2022-10-22,Giannis Antetokounmpo,points,MockBooks,22.5,9.339564230354302
2022-10-22,Giannis Antetokounmpo,rebounds,MockBooks,10.0,8.216375302395065
2022-10-22,Jayson Tatum,assists,MockBooks,9.5,12.31720706272546
2022-10-22,Jayson Tatum,points,MockBooks,26.5,29.93171833718728
2022-10-22,Jayson Tatum,rebounds,MockBooks,6.5,10.947437115246258
2022-10-22,Joel Embiid,assists,MockBooks,5.5,7.37309568100673
2022-10-22,Joel Embiid,points,MockBooks,25.5,32.05816154717409
2022-10-22,Joel Embiid,rebounds,MockBooks,10.0,17.074926237812946
2022-10-22,Kawhi Leonard,assists,MockBooks,6.5,3.8935956583010523
2022-10-22,Kawhi Leonard,points,MockBooks,21.0,20.83001308159964
2022-10-22,Kawhi Leonard,rebounds,MockBooks,12.0,9.922442685026722
2022-10-22,Kevin Durant,assists,MockBooks,6.5,1.3627572661111031
2022-10-22,Kevin Durant,points,MockBooks,25.5,25.200949069903128
2022-10-22,Kevin Durant,rebounds,MockBooks,6.0,9.179857174013197
2022-10-22,Kyrie Irving,assists,MockBooks,8.5,3.8688812444790432
2022-10-22,Kyrie Irving,points,MockBooks,16.5,31.221649356160068
2022-10-22,Kyrie Irving,rebounds,MockBooks,10.0,7.879726900259292
2022-10-22,LeBron James,assists,MockBooks,8.0,7.66796550610661
2022-10-22,LeBron James,points,MockBooks,23.5,24.962656673572937
2022-10-22,LeBron James,rebounds,MockBooks,5.5,6.385158778743551
2022-10-22,Luka Doncic,assists,MockBooks,5.0,6.3594762904453255
2022-10-22,Luka Doncic,points,MockBooks,20.5,22.455109290184428
2022-10-22,Luka Doncic,rebounds,MockBooks,5.5,5.798728235936282
2022-10-22,Nikola Jokic,assists,MockBooks,10.0,10.463823962661635
2022-10-22,Nikola Jokic,points,MockBooks,29.5,38.07800412549609
2022-10-22,Nikola Jokic,rebounds,MockBooks,7.0,5.446776420373821
2022-10-22,Stephen Curry,assists,MockBooks,6.5,9.524598185258553
2022-10-22,Stephen Curry,points,MockBooks,29.0,24.066292697618493
2022-10-22,Stephen Curry,rebounds,MockBooks,8.5,7.511641702079411
2022-10-23,Damian Lillard,assists,MockBooks,10.0,5.184447399415195
2022-10-23,Damian Lillard,points,MockBooks,26.0,23.78549279650311
2022-10-23,Damian Lillard,rebounds,MockBooks,3.0,4.4914359309188345
2022-10-23,Devin Booker,assists,MockBooks,9.5,10.357449211503251
2022-10-23,Devin Booker,points,MockBooks,22.0,17.233619434418824
2022-10-23,Devin Booker,rebounds,MockBooks,11.5,11.170899417325522
2022-10-23,Giannis Antetokounmpo,assists,MockBooks,6.5,5.575160549593854
2022-10-23,Giannis Antetokounmpo,points,MockBooks,21.0,13.82883064141894
2022-10-23,Giannis Antetokounmpo,rebounds,MockBooks,6.5,11.735268298701683
2022-10-23,Joel Embiid,assists,MockBooks,6.0,12.88949611034313
2022-10-23,Joel Embiid,points,MockBooks,23.0,33.22110618141154
2022-10-23,Joel Embiid,rebounds,MockBooks,11.0,12.345049754445576
2022-10-23,LeBron James,assists,MockBooks,7.5,2.4380848203595615
2022-10-23,LeBron James,points,MockBooks,23.5,13.397807146579508
2022-10-23,LeBron James,rebounds,MockBooks,6.0,7.244326829914978
2022-10-23,Luka Doncic,assists,MockBooks,5.5,10.464492721891075
2022-10-23,Luka Doncic,points,MockBooks,20.5,21.927024377873213
2022-10-23,Luka Doncic,rebounds,MockBooks,4.5,4.193319727871906
2022-10-23,Nikola Jokic,assists,MockBooks,8.0,7.524740042767665
2022-10-23,Nikola Jokic,points,MockBooks,27.5,25.337441992565143
2022-10-23,Nikola Jokic,rebounds,MockBooks,6.5,3.2364907268044103
2022-10-23,Shai Gilgeous-Alexander,assists,MockBooks,3.0,2.8678474671228376
2022-10-23,Shai Gilgeous-Alexander,points,MockBooks,21.0,11.967096686045405
2022-10-23,Shai Gilgeous-Alexander,rebounds,MockBooks,9.5,11.49656499797247
2022-10-23,Stephen Curry,assists,MockBooks,6.0,11.220077453721657
2022-10-23,Stephen Curry,points,MockBooks,30.0,27.004647660273335
2022-10-23,Stephen Curry,rebounds,MockBooks,6.5,10.993444931036016
2022-10-24,Anthony Davis,assists,MockBooks,7.5,2.6597763481682666
2022-10-24,Anthony Davis,points,MockBooks,25.5,30.354975028159654
2022-10-24,Anthony Davis,rebounds,MockBooks,8.0,7.574280170474906
2022-10-24,Damian Lillard,assists,MockBooks,10.5,8.952493451620033
2022-10-24,Damian Lillard,points,MockBooks,24.5,23.089062376711116
2022-10-24,Damian Lillard,rebounds,MockBooks,6.0,10.378015927591461
2022-10-24,Devin Booker,assists,MockBooks,8.5,11.337764484430789
2022-10-24,Devin Booker,points,MockBooks,21.5,17.52095583556138
2022-10-24,Devin Booker,rebounds,MockBooks,11.0,8.926643470546153
2022-10-24,Giannis Antetokounmpo,assists,MockBooks,8.5,8.749781299940542
2022-10-24,Giannis Antetokounmpo,points,MockBooks,19.0,23.080804167982805
2022-10-24,Giannis Antetokounmpo,rebounds,MockBooks,8.0,9.673432458266845
2022-10-24,Jayson Tatum,assists,MockBooks,8.5,9.49026817242796
2022-10-24,Jayson Tatum,points,MockBooks,27.0,24.03397885057877
2022-10-24,Jayson Tatum,rebounds,MockBooks,5.5,4.5167994159620815
2022-10-24,Joel Embiid,assists,MockBooks,5.5,1.6958751546571817
2022-10-24,Joel Embiid,points,MockBooks,20.5,18.097590380095294
2022-10-24,Joel Embiid,rebounds,MockBooks,12.5,13.393911507873202
2022-10-24,Kawhi Leonard,assists,MockBooks,5.5,6.397447235139246
2022-10-24,Kawhi Leonard,points,MockBooks,19.0,22.356885893619427
2022-10-24,Kawhi Leonard,rebounds,MockBooks,9.5,13.188416475796574
2022-10-24,Kevin Durant,assists,MockBooks,6.0,3.756114366529327
2022-10-24,Kevin Durant,points,MockBooks,24.5,26.10191623431077
2022-10-24,Kevin Durant,rebounds,MockBooks,6.0,6.328168399147298
2022-10-24,Kyrie Irving,assists,MockBooks,9.0,5.109764460545654
2022-10-24,Kyrie Irving,points,MockBooks,19.5,14.107089203178955
2022-10-24,Kyrie Irving,rebounds,MockBooks,8.5,8.10911495717407
2022-10-24,LeBron James,assists,MockBooks,7.0,1.4275788201410293
2022-10-24,LeBron James,points,MockBooks,21.0,28.632254455101286
2022-10-24,LeBron James,rebounds,MockBooks,7.5,7.6815430168429035
2022-10-24,Luka Doncic,assists,MockBooks,5.5,2.9595645037839606
2022-10-24,Luka Doncic,points,MockBooks,21.0,23.03341638348627
2022-10-24,Luka Doncic,rebounds,MockBooks,6.5,10.423639875722422
2022-10-24,Nikola Jokic,assists,MockBooks,8.5,7.631368528517534
2022-10-24,Nikola Jokic,points,MockBooks,26.0,32.72020894616302
2022-10-24,Nikola Jokic,rebounds,MockBooks,6.0,7.206476852036648
2022-10-24,Shai Gilgeous-Alexander,assists,MockBooks,4.0,6.330326519043802
2022-10-24,Shai Gilgeous-Alexander,points,MockBooks,19.0,22.160626543344307
2022-10-24,Shai Gilgeous-Alexander,rebounds,MockBooks,12.5,11.266094830371165
2022-10-24,Stephen Curry,assists,MockBooks,6.0,5.257661726582668
2022-10-24,Stephen Curry,points,MockBooks,26.5,27.853583118056083
2022-10-24,Stephen Curry,rebounds,MockBooks,6.5,1.6670348139752154
2022-10-25,Damian Lillard,assists,MockBooks,7.0,11.045939007870299
2022-10-25,Damian Lillard,points,MockBooks,30.5,27.079009957303587
2022-10-25,Damian Lillard,rebounds,MockBooks,5.0,6.297373143666254
2022-10-25,Devin Booker,assists,MockBooks,9.0,10.457946602279833
2022-10-25,Devin Booker,points,MockBooks,19.0,16.7892372877529
2022-10-25,Devin Booker,rebounds,MockBooks,13.0,6.171722819685175
2022-10-25,Jayson Tatum,assists,MockBooks,11.0,10.402551360625147
2022-10-25,Jayson Tatum,points,MockBooks,26.0,32.47976596518184
2022-10-25,Jayson Tatum,rebounds,MockBooks,7.5,8.90279894899567
2022-10-25,Joel Embiid,assists,MockBooks,5.0,0.5153142866403959
2022-10-25,Joel Embiid,points,MockBooks,22.5,30.558583433387508
2022-10-25,Joel Embiid,rebounds,MockBooks,9.5,4.501005259744716
2022-10-25,Kyrie Irving,assists,MockBooks,9.5,10.376070119619541
2022-10-25,Kyrie Irving,points,MockBooks,16.5,23.064846656119506
2022-10-25,Kyrie Irving,rebounds,MockBooks,10.0,10.613591138459798
2022-10-25,LeBron James,assists,MockBooks,8.0,7.880177056971485
2022-10-25,LeBron James,points,MockBooks,21.5,25.29791354062936
2022-10-25,LeBron James,rebounds,MockBooks,6.0,13.429386421947534
2022-10-25,Luka Doncic,assists,MockBooks,5.0,6.3989209083361365
2022-10-25,Luka Doncic,points,MockBooks,24.0,23.982893886251958
2022-10-25,Luka Doncic,rebounds,MockBooks,7.0,1.4185089065739271
2022-10-25,Nikola Jokic,assists,MockBooks,9.0,7.739650938508488
2022-10-25,Nikola Jokic,points,MockBooks,24.5,31.93875624175157
2022-10-25,Nikola Jokic,rebounds,MockBooks,5.0,5.384044059930927
2022-10-25,Shai Gilgeous-Alexander,assists,MockBooks,3.5,3.004112511613961
2022-10-25,Shai Gilgeous-Alexander,points,MockBooks,24.5,23.590604885712235
2022-10-25,Shai Gilgeous-Alexander,rebounds,MockBooks,10.5,10.942369024857411
2022-10-26,Anthony Davis,assists,MockBooks,7.0,5.0511750942787845
2022-10-26,Anthony Davis,points,MockBooks,26.0,23.907499861131953
2022-10-26,Anthony Davis,rebounds,MockBooks,6.5,7.178023443539233
2022-10-26,Damian Lillard,assists,MockBooks,10.5,8.132963306686255
2022-10-26,Damian Lillard,points,MockBooks,27.0,31.907523185937762
2022-10-26,Damian Lillard,rebounds,MockBooks,4.0,1.446708323150605
2022-10-26,Giannis Antetokounmpo,assists,MockBooks,6.5,11.648519812502364
2022-10-26,Giannis Antetokounmpo,points,MockBooks,23.0,18.088508100374433
2022-10-26,Giannis Antetokounmpo,rebounds,MockBooks,9.5,0.6070854129738832
2022-10-26,Jayson Tatum,assists,MockBooks,8.0,6.838703164415475
2022-10-26,Jayson Tatum,points,MockBooks,31.0,17.783046487020815
2022-10-26,Jayson Tatum,rebounds,MockBooks,6.0,5.819957492941721
2022-10-26,Kawhi Leonard,assists,MockBooks,7.5,11.267707972945121
2022-10-26,Kawhi Leonard,points,MockBooks,21.5,23.684606273710816
2022-10-26,Kawhi Leonard,rebounds,MockBooks,12.0,8.901215733128517
2022-10-26,LeBron James,assists,MockBooks,8.5,7.74600235118099
2022-10-26,LeBron James,points,MockBooks,22.5,33.17722154254682
2022-10-26,LeBron James,rebounds,MockBooks,6.0,3.1233160223213132
2022-10-26,Luka Doncic,assists,MockBooks,5.5,0.0
2022-10-26,Luka Doncic,points,MockBooks,19.5,21.011658429418933
2022-10-26,Luka Doncic,rebounds,MockBooks,5.5,5.117038451655619
2022-10-26,Nikola Jokic,assists,MockBooks,8.5,9.345595990618405
2022-10-26,Nikola Jokic,points,MockBooks,26.0,41.15367539570334
2022-10-26,Nikola Jokic,rebounds,MockBooks,6.0,6.23545674154988
2022-10-26,Stephen Curry,assists,MockBooks,6.0,6.476316863406351
2022-10-26,Stephen Curry,points,MockBooks,30.0,27.235481485688616
2022-10-26,Stephen Curry,rebounds,MockBooks,7.5,12.03324205958397
2022-10-27,Anthony Davis,assists,MockBooks,6.0,7.3229026887158994
2022-10-27,Anthony Davis,points,MockBooks,28.0,27.46007550080573
2022-10-27,Anthony Davis,rebounds,MockBooks,6.5,5.657004213259144
2022-10-27,Damian Lillard,assists,MockBooks,8.5,10.455178199832535
2022-10-27,Damian Lillard,points,MockBooks,29.5,24.802702687251795
2022-10-27,Damian Lillard,rebounds,MockBooks,6.0,2.0734010395740747
2022-10-27,Devin Booker,assists,MockBooks,8.5,9.249196056714542
2022-10-27,Devin Booker,points,MockBooks,18.0,23.278783095726695
2022-10-27,Devin Booker,rebounds,MockBooks,12.5,7.463327300080872
2022-10-27,Giannis Antetokounmpo,assists,MockBooks,9.5,7.226499279960693
2022-10-27,Giannis Antetokounmpo,points,MockBooks,17.0,21.575169538352274
2022-10-27,Giannis Antetokounmpo,rebounds,MockBooks,8.5,11.332075895773622
2022-10-27,Joel Embiid,assists,MockBooks,5.5,6.969694009713764
2022-10-27,Joel Embiid,points,MockBooks,25.0,16.018533047052166
2022-10-27,Joel Embiid,rebounds,MockBooks,10.0,9.894402670803872
2022-10-27,Kevin Durant,assists,MockBooks,6.5,1.9969693117094511
2022-10-27,Kevin Durant,points,MockBooks,21.5,20.25311313637518
2022-10-27,Kevin Durant,rebounds,MockBooks,7.5,2.375125019174816
2022-10-27,Luka Doncic,assists,MockBooks,6.0,4.190382172577728
2022-10-27,Luka Doncic,points,MockBooks,26.0,10.077630090298229
2022-10-27,Luka Doncic,rebounds,MockBooks,6.0,6.487320045521307
2022-10-27,Nikola Jokic,assists,MockBooks,10.5,6.073944475034196
2022-10-27,Nikola Jokic,points,MockBooks,25.0,23.657391011722083
2022-10-27,Nikola Jokic,rebounds,MockBooks,5.5,1.9711337816575778
2022-10-27,Shai Gilgeous-Alexander,assists,MockBooks,4.5,2.841214094765137
2022-10-27,Shai Gilgeous-Alexander,points,MockBooks,22.5,25.407984047959292
2022-10-27,Shai Gilgeous-Alexander,rebounds,MockBooks,9.0,12.561786451811631
2022-10-27,Stephen Curry,assists,MockBooks,7.0,6.239508059258787
2022-10-27,Stephen Curry,points,MockBooks,31.0,28.395280452391592
2022-10-27,Stephen Curry,rebounds,MockBooks,6.5,6.829056720734052
2022-10-28,Anthony Davis,assists,MockBooks,5.5,5.3044950434918245
2022-10-28,Anthony Davis,points,MockBooks,26.0,30.455426025228107
2022-10-28,Anthony Davis,rebounds,MockBooks,6.5,7.8365835476184635
2022-10-28,Damian Lillard,assists,MockBooks,11.5,6.598927832831718
2022-10-28,Damian Lillard,points,MockBooks,24.0,21.42910020550085
2022-10-28,Damian Lillard,rebounds,MockBooks,6.5,2.3889712634417686
2022-10-28,Devin Booker,assists,MockBooks,9.0,7.382937895800254
2022-10-28,Devin Booker,points,MockBooks,22.0,24.391879887659673
2022-10-28,Devin Booker,rebounds,MockBooks,12.0,8.93281022585437
2022-10-28,Giannis Antetokounmpo,assists,MockBooks,8.5,6.971260387019095
2022-10-28,Giannis Antetokounmpo,points,MockBooks,21.5,29.611218071675026
2022-10-28,Giannis Antetokounmpo,rebounds,MockBooks,7.0,3.037372144157983
2022-10-28,Jayson Tatum,assists,MockBooks,10.0,10.949983450204696
2022-10-28,Jayson Tatum,points,MockBooks,31.5,24.176031918583128
2022-10-28,Jayson Tatum,rebounds,MockBooks,5.5,8.417236995045116
2022-10-28,Kawhi Leonard,assists,MockBooks,6.5,7.636692279589003
2022-10-28,Kawhi Leonard,points,MockBooks,22.0,25.802083810583962
2022-10-28,Kawhi Leonard,rebounds,MockBooks,9.5,11.06214196508851
2022-10-28,Kyrie Irving,assists,MockBooks,10.0,10.578096675081161
2022-10-28,Kyrie Irving,points,MockBooks,15.5,19.149037762453556
2022-10-28,Kyrie Irving,rebounds,MockBooks,11.0,11.53948597981951
2022-10-28,LeBron James,assists,MockBooks,7.0,7.846992012811712
2022-10-28,LeBron James,points,MockBooks,23.5,23.788012039493204
2022-10-28,LeBron James,rebounds,MockBooks,5.5,8.906981901025048
2022-10-28,Luka Doncic,assists,MockBooks,6.5,6.192754225384791
2022-10-28,Luka Doncic,points,MockBooks,19.0,25.018723071887393
2022-10-28,Luka Doncic,rebounds,MockBooks,6.5,8.941734555890383
2022-10-28,Nikola Jokic,assists,MockBooks,9.5,8.75149620405713
2022-10-28,Nikola Jokic,points,MockBooks,23.0,27.342989599376416
2022-10-28,Nikola Jokic,rebounds,MockBooks,7.5,2.950499244586254
2022-10-28,Shai Gilgeous-Alexander,assists,MockBooks,5.5,4.065043534222167
2022-10-28,Shai Gilgeous-Alexander,points,MockBooks,19.5,35.15442091868729
2022-10-28,Shai Gilgeous-Alexander,rebounds,MockBooks,9.5,13.844590238538952
2022-10-28,Stephen Curry,assists,MockBooks,7.5,6.962455017043311
2022-10-28,Stephen Curry,points,MockBooks,25.5,32.35194844024386
2022-10-28,Stephen Curry,rebounds,MockBooks,6.0,4.304962247273327
2022-10-29,Anthony Davis,assists,MockBooks,8.5,6.7504721187872025
2022-10-29,Anthony Davis,points,MockBooks,25.5,26.287788537449075
2022-10-29,Anthony Davis,rebounds,MockBooks,6.5,3.138325570143647
2022-10-29,Damian Lillard,assists,MockBooks,9.0,11.433231051103034
2022-10-29,Damian Lillard,points,MockBooks,27.5,26.760390357845587
2022-10-29,Damian Lillard,rebounds,MockBooks,4.5,9.968092500815997
2022-10-29,Devin Booker,assists,MockBooks,9.5,9.238162981927328
2022-10-29,Devin Booker,points,MockBooks,23.0,21.13519022445974
2022-10-29,Devin Booker,rebounds,MockBooks,12.0,8.139717501711115
2022-10-29,Giannis Antetokounmpo,assists,MockBooks,8.0,6.022954914378122
2022-10-29,Giannis Antetokounmpo,points,MockBooks,19.0,17.09725050232442
2022-10-29,Giannis Antetokounmpo,rebounds,MockBooks,7.5,4.526643305050088
2022-10-29,Jayson Tatum,assists,MockBooks,11.0,11.01532478424797
2022-10-29,Jayson Tatum,points,MockBooks,27.0,24.261102122403415
2022-10-29,Jayson Tatum,rebounds,MockBooks,6.5,7.151577360853404
2022-10-29,Joel Embiid,assists,MockBooks,4.5,11.50962515388909
2022-10-29,Joel Embiid,points,MockBooks,24.0,20.24563210618681
2022-10-29,Joel Embiid,rebounds,MockBooks,12.0,10.566110177060022
